이름,주소,전화번호,위도,경도,가격정보,장소정보,주차난이도,주차장 정보,편의시설 정보,홈페이지URL,장소이름,이미지 경로,썸네일이미지 경로,행사 시작일,행사 종료일,운영시간,이용시간,연령제한,예약URL,요약정보,행사 설명,할인정보,서브 행사 정보,프로그램 내용,실내외 여부,추가 이미지 정보
천안흥타령춤축제,충청남도 천안시 서북구 번영로 208 종합운동장천안시종합운동장일원,041-900-7397,127.1114686823,36.8194930438,무료,,,,,,천안시종합운동장일원,http://tong.visitkorea.or.kr/cms/resource/80/2871080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2871080_image3_1.jpg,20231005,20231009,홈페이지 참조,,,,"2003년 처음으로 개최한 천안흥타령춤축제는 문화관광체육관광부로부터 6년 연속 지역대표공연예술제로 선정되었으며, 2020년부터 문화체육관광부 지정 로 선정되었다. 대한민국을 대표하는 국제적인 대표 춤축제로서, 매년 100만명이 넘는 국내．외 관광객이 방문하고 있다.","1. 메인 프로그램  - 전국춤경연대회 : 일반부/청소년부/흥타령부/스티릿댄스배틀부/대학무용부/댄스컬부 6개분야별 참가자 중심의 경연 2. 거리댄스 퍼레이드  - 국내·외 공연팀과 시민이 모두 함께 어울리는 국내 최대 규모의 「춤」을 테마로 한 거리댄스 퍼레이드 3. 국제춤대회  - 20여개국의 세계춤을 주제로 한 각국 해외무용단 경연 4. 부대경연  - 전국대학 치어리딩 대회, 막춤대첩 5. 코리아국제현대무용콩쿠르  - 전문 무용수의 경연 참가 및 수상자 갈라쇼 6. 프린지 프로그램  - 능소전 상설공연, 초청기획공연, 프린지 페스티벌, 찾아가는 나눔 공연 7. 시민참여 프로그램  - 길거리 댄스배틀, 축제 공식안무 배우기, 코인춤방 등 8. 지역경제 활성화  - 중소기업 제품 판매, 농특산물 체험홍보, 먹거리 운영, 지역상권 연계 스탬프 투어 등[축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/77/2871077_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/78/2871078_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/79/2871079_image2_1.jpg']"
청도 프로방스 빛축제,경상북도 청도군 화양읍 이슬미로 272-23,054-372-5050,128.7182014851,35.6841071536,"9,900원(주중,주말, 대인,소인 공통)",,,,,,경상북도 청도군 화양읍 이슬미로 272-23 (화양읍),http://tong.visitkorea.or.kr/cms/resource/14/2952514_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2952514_image3_1.jpg,20230201,20231130,,,,,"1996년 청도 테마랜드로 오픈하였다.2012년 청도프로방스 포토랜드로 새롭게 단장하여 여러분을 맞이한지 10년이 흘렀다.프랑스의 정감있는 프로방스마을을 청도에 그대로 재현하였다. 투명한 햇살 아래 무르익은 포도, 광활하게 펼쳐진 보랏빛의 라벤다, 풍요로운 대자연 속에 독특한 문화와 예술이 살아 숩 쉬는 그 곳은 바로 프랑스 남동부 지역의 프로방스 마을이다. 고흐, 세잔, 샤갈, 마티스 등이 사랑한 그 곳 프로방스 마을로의 로맨틱한 여행과 빛축제를 즐길수 있는 곳이다. 낮에는 100여가지 다양한 포토존과 아기자기한 소품, 예쁜 집들이 여러분을 맞이하고 어둠이 내리면 눈부시게 빛나는 빛 축제로 변신하는 곳이다. 자연과 어우러진 4계절 항상 다른 모습으로 고객들에게 선보이기 위해 언제나 연구하고 노력하는 곳이다.","루지체험과 글램핑, 사계절 썰매장, 셀프바비큐장 등을 이용할수 있다.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/15/2952515_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/16/2952516_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/17/2952517_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/18/2952518_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/19/2952519_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/20/2952520_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/21/2952521_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/22/2952522_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/23/2952523_image2_1.JPG']"
청소년 무대 예술 페스티벌,대구광역시 달서구 야외음악당로 180 코오롱야외음악당,053-651-5028,128.5562249858,35.8511936140,무료,,,,,,대구 코오롱 야외 음악당,http://tong.visitkorea.or.kr/cms/resource/33/2491233_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2491233_image2_1.jpg,20231014,20231014,17:00,기간내 자유,전연령 가능,,청소년 무대 예술 페스티벌은 대구에서 개최되는 전국적 청소년 페스티벌로 청소년들에게 창의적인 예술이라는 꿈을 꿀수 있는 장을 마련하며 청소년들의 잠재적 창작 에너지를 깨워 미래 한류의 원동력과 문화적 토대를 마련하여 문화 예술의 육성과 발전을 지원한다. 또 청소년들의 다양한 색상의 무대로 페스티벌를 꾸미고 공연함으로써 다른 세대와의 교류의 장을 만들어 세대간의 격차를 좁이며 예술로 소통하여 하나가 되는 장을 마련한다. 또 한국을 넘어 세계로의 문화적 교류를 다지며 국적과 언어를 넘어 다국적 청소년들의 선의의 경쟁을 통한 친목과 협력을 통해 함께 성장해 나가는 글로벌적 예술의 성장 동력을 마련하며 새로운 비전을 제시 한다 . DYAF는 청소년들의 예술의 대한 원대한 꿈을 시작하기 위한 장이자 앞으로의 미래를 이끌어 나갈 문화예술인들의 도약인 페스티벌이다.,,,,,False,"['http://tong.visitkorea.or.kr/cms/resource/20/2491220_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/21/2491221_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/22/2491222_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/24/2491224_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/26/2491226_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/29/2491229_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/30/2491230_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/32/2491232_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/34/2491234_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/19/2491219_image2_1.jpg']"
청송사과축제,경상북도 청송군 청송읍 월막리,054-873-3686,129.0557282477,36.4326453049,무료,,,,,,청송읍 용전천 일원(현비암 앞),http://tong.visitkorea.or.kr/cms/resource/62/2623062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2623062_image2_1.jpg,20231101,20231105,,,,,"경상북도 청송은 적은 강수량과 풍부한 일조량, 깨끗한 자연환경 등 사과를 재배하기 최적의 조건을 갖춘 곳이다. ‘자연이 빚어낸 명품’이라 불리는 청송사과가 무르익는 가을, 풍성한 수확의 기쁨과 청송사과의 맛과 영양을 함께 나누는 청송사과축제가 열린다. 축제에서는 10년 연속 대한민국 대표브랜드 대상을 수상한 청송사과를 테마로 하는 유익하고 즐거운 체험프로그램을 즐길 수 있다. 하늘에서 풍선을 떨어뜨려 황금사과를 찾는 ‘만유인력-황금사과를 찾아라’, 만보기가 달린 방망이로 지퍼백 속의 사과를 두드려 잼을 만드는 ‘꿀잼-사과 난타’ 등 재치 있는 체험도 준비되어 있다. 이밖에도 청송사과 퍼레이드, 청송꽃줄엮기 등 다양한 행사가 열린다.","1. 공연 프로그램  - 개막 퍼포먼스, 축하공연, 원산지 표시 위반자 의금부 압송 시현,   재능기부 파트 공연 등 2. 경연 프로그램  - 청송사과 퍼레이드, 청송꽃줄엮기 전국대회, 사과왕선발대회 등 3. 체험 프로그램  - '만유인력-황금사과를 찾아라'  - '꿀잼-사과난타'  - '도전-사과 선별 로또'  - 사과 방망이 체험, 사과 낚시 등 4. 전시·판매 프로그램  - 청송사과 전시·홍보관, 청송사과 및 농특산물 판매, 청송사과   깜짝 경매, 청송관광사진 공모전 작품 전시 등 5. 연계 행사  - 청송문화제, 청송군민 노래자랑, 청송낙동정맥등반대회 등 [축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/58/2623058_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/59/2623059_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/60/2623060_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/61/2623061_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/63/2623063_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/73/2623073_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/58/2689858_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/59/2689859_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/60/2689860_image2_1.png', 'http://tong.visitkorea.or.kr/cms/resource/57/2689857_image2_1.png']"
청원생명축제,충청북도 청주시 청원구 오창읍 미래지로 99,043-201-0253,127.4073833117,36.7332499090,"입장권- 성인 5,000원(입장권은 축제장 내에서 현금처럼 전액 활용)",,,,,,미래지농촌테마공원,http://tong.visitkorea.or.kr/cms/resource/99/2715299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2715299_image2_1.jpg,20231006,20231015,10:00 ~ 20:00,,,,"청원생명축제는 2008년부터 친환경을 테마로 구성된 대표적인 축제이다.순수자연으로 더욱 빛나는 명품농산물인 청원생명브랜드를 홍보하고, 테마가 있는 전시와 다양한 체험행사 및 문화공연을 통해 관람객의 다양한 볼거리를 제공하며, 자라나는 학생들에게는 농업의 현재와 미래, 다양한 문화를 느낄 수 있는 교육의 장을 마련하고자 노력하고 있다. ",,,,,False,"['http://tong.visitkorea.or.kr/cms/resource/95/2715295_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/98/2715298_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/00/2715300_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/01/2715301_image2_1.jpg']"
청정임산물 대축제,대전광역시 서구 둔산대로 169 한밭수목원원형잔디광장,02-2058-1070,127.3879840082,36.3659250159,무료,,,,,,"대전한밭수목원 원형잔디광장[온라인 : 네이버 쇼핑, 우체국 쇼핑]",http://tong.visitkorea.or.kr/cms/resource/90/2838390_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2838390_image3_1.jpg,20230911,20231015,10:00~18:00,,,,"청정임산물을 국민들에게 다양한 형태로 알리기 위해, 제철 임산물을 간편하게 만날 수 있는 온&오프라인이 결합된 하이브리드형 축제로 개최되는 행사이다.온라인 축제에서는 판매 기획전 및 라이브커머스 등이 진행되고 오프라인 축제에서는 개막식,  체험프로그램, 오프라인 판매전,버스킹 공연 등 임산물을 활용한 다양한 프로그램이 구성되어 있다.","온라인 프로그램 : 네이버 쇼핑 및 우체국 기획전, 라이브 커머스 오프라인 프로그램 : 개막식,  체험프로그램, 오프라인 판매전,버스킹 공연 등",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/91/2838391_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/92/2838392_image2_1.jpg']"
체험형 미디어아트 훌리훌리,경기도 김포시 김포대로 1466-48홀리홀리 특별전시장,070-4115-0691,126.6688661848,37.6568909879,"성인 15,000원 / 어린이 13,000원 (24개월 미만 무료)",,,,,,훌리훌리 특별전시장,http://tong.visitkorea.or.kr/cms/resource/84/2951684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2951684_image3_1.jpg,20221223,20231015,,1시간 이상,제한 없음,,"훌리훌리는 기존의 미디어아트와는 다른, 100% 체험 기반의 미디어아트이다. 보는 전시가 아닌 움직이며, 뛰며, 소리치며 즐기는 체험형 미디어아트 전시인 훌리훌리는 2013년 부터 전국에서 다양한 인터랙티브 미디어아트 작품을 통해 관람객을 만나고 있다. ","동화극장, 내가 완성하는 그림,  미디어 아트 체험,  스티로폼 분수, 숨어 있는 별자리를 찾아서 등",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/81/2951681_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/83/2951683_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/85/2951685_image2_1.jpg']"
탐라문화제,제주특별자치도 제주시 중앙로 2,064-753-3287,126.5246670689,33.5181838831,무료,,,,,,"탑동해변공연장, 탑동광장, 탐라광장 등 제주도일원",http://tong.visitkorea.or.kr/cms/resource/81/2952881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2952881_image3_1.jpg,20231006,20231010,11:00~21:00,1시간~10시간,전연령가능,,"제주탐라문화제는 62회째로 탐라문화원형(민속, 신화, 역사, 생활사 등)을 기반으로 제주고유 콘텐츠를 브랜드화 해나가는 축제이다. 특히 1,500여명 1.7km의 거리퍼레이드는 축제의 핵심콘텐츠로서, 도민이 직접 축제에 참여하여 함께 만들어나가고 있다. 2023년에는 ""제주의 할망""을 주제로서 제주의 여성신(神)을 중심으로 한 독특한 소재를 현대에 맞게 연출하여 제주 문화를 축제화하고 있다.","1. 기원문화축제  - 탐라개벽신위제, 개막행사, 폐막행사 2. 민속문화축제  - 탐라퍼레이드, 민속예술축제, 무형문화축제, 민속체험, 제주어축제 3. 예술문화축제  - 탐라예술무대, 탐라예찬, 문화교류행사, 미리내 아트마켓 4. 참여문화축제  - 참여행사(먹거리 등), 청소년문화축제[축제 먹거리 알리오] 축제 1주일 전 공개 예정.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/99/2600099_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/00/2600100_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/01/2600101_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/02/2600102_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/04/2600104_image2_1.jpg']"
태안 가을꽃박람회,충청남도 태안군 안면읍 꽃지해안로 400코리아플라워파크,041-675-5533,126.3367943161,36.5011689948,"성인 : 10,000원 / 경로 및 단체: 9,000원 / 유아 및 청소년 : 8,000원",,,,,,코리아플라워파크,http://tong.visitkorea.or.kr/cms/resource/88/2997788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2997788_image3_1.jpg,20230915,20231031,09:00 ~ 18:00,,전 연령,,대한민국 화훼 랜드마크 코리아플라워파크! 천혜의 자연경관을 갖춘 충남 태안!코리아플라워파크에서 9월 15일부터 10월31일까지 제6회 태안 가을꽃박람회가 펼쳐진다.국화를 비롯해 20여종의 가을꽃들이 대지를 수놓게 된다.태안 가을꽃박람회에 여러분을 초대한다.,,,,,False,"['http://tong.visitkorea.or.kr/cms/resource/87/2997787_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/90/2997790_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/91/2997791_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/92/2997792_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/93/2997793_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/94/2997794_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/95/2997795_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/96/2997796_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/97/2997797_image2_1.jpg']"
태안 빛축제,충청남도 태안군 남면 마검포길 200,041-675-9200,126.2998807800,36.6151330244,"성인 : 10,000원, 유아 및 청소년(36개월 이상 ~ 19세) : 8,000원, 단체 : 9,000원, 36개월 미만 유아 : 무료",,,,,,네이쳐월드,http://tong.visitkorea.or.kr/cms/resource/15/2445115_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2445115_image2_1.jpg,20210101,20231231,"연중무휴 / 일몰 후 ~ 23:00 (동절기 22:30 , 11.01~01.31 22:00)",기간내자유,연령제한없음,,일년 365일 연중무휴로 진행되는 태안빛축제가 대한민국의 밤하늘을 책임진다.,,,,,False,"['http://tong.visitkorea.or.kr/cms/resource/14/2445114_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/17/2445117_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/18/2445118_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/20/2445120_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/21/2445121_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/22/2445122_image2_1.jpg']"
"태조어진 봉안축제 - 풍패지향 전주, 태조어진을 뫼시다","전라북도 전주시 완산구 태조로 44 경기전경기전(오목대,전주역사박물관,국립무형유산원 등)",063-232-1902,127.1500366062,35.8142143363,"무료 ※일부 프로그램 유료-사전접수된 사회적 약자의 경우 무료  [길 위의 역사] 사전 접수자를 대상으로 운영 5,000원  [어진을 담은 솜씨마당 프로그램] 마법의 어진캐릭터(어진 캐릭터 열쇠고리 만들기) 3,000원 내가 왕이 될 상인가?(나의 어진 캐리커쳐 그리기) 8,000원 왕의 선물, 한지를 느끼다 - 완판본(용비어천가) 체험 1,000원 - 합죽선(부채) 만들기 체험 3,000원 - 오침안정법으로 전통 서책만들기 체험 5,000원 - 한지등 만들기 체험 5,000원",,,,,,"경기전(오목대,전주역사박물관,국립무형유산원 등)",http://tong.visitkorea.or.kr/cms/resource/25/2999225_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/25/2999225_image3_1.JPG,20230520,20231021,홈페이지 참조(날짜별 상이),,,,"2023년 생생문화재 는 경기전 태조어진 봉안을 주제로 경기전 내 다양한 문화유산의 역사적 의미와 가치를 전주의 인적·물적 자원과 결합하여 축제, 공연, 체험 프로그램 기획·제작 및 운영 등을 통해 전주 시민과 관광객의 문화 향유 수요를 충족시키고, 나아가 전통문화 중심도시로서 전주의 정체성을 확립하는데 기여하는 행사가 되고자 한다.","1. 전체 일정 05월 20일(토) 경기전을 지켜라 13:00~17:0006월 17일(토) 히스토리텔링 국악콘서트 13:00~17:0007월 15일(토) 조선왕조의 발상지, 전주 14:00~17:0008월 19일(토) 어진의 수난과 수호 14:00~17:0009월 16일(토) 또 하나의 왕, 어진 14:00~17:0010월 21일(토) 태조어진 봉안축제 10:00~17:002. 상세 프로그램[대표:태조어진 봉안축제]길 위의 역사 - 10:00~13:00조경묘 250년의 문을 열다 -15:00, 15:30, 16:00, 16:30 /4회운영경기전을 지켜라 - 14:00, 15:00. 16:00 /3회운영슬기로운 놀이터 - 14:00~17:00히스토리텔링 국악콘서트 - 13:00~14:00어진을 담은 솜씨마당 – 13:00~17:00",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/24/2999224_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/26/2999226_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/27/2999227_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/28/2999228_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/30/2999230_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/31/2999231_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/32/2999232_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/33/2999233_image2_1.jpg']"
토요명품,서울특별시 서초구 남부순환로 2364(서초동),02-580-3300,127.0097651306,37.4776567975,"A석 20,000원 B석 10,000원",,,,,http://www.gugak.go.kr,국립국악원 우면당,,,20230107,20231223,매주 토요일 15:00,,8세이상,,"전통춤과 음악, 노래를 골고루 감상할 수 있는  다채로운 토요상설 무대가 펼쳐진다. 
애호가를 위한 악·가·무 종합프로그램, 청소년, 초보자를 위한 해설이 있는 프로그램, 전문가의 해설이 있는 유네스코 지정 인류무형문화유산 프로그램 등 맞춤형 프로그램들로 마련되어 있다.",,,,,False,"['http://tong.visitkorea.or.kr/cms/resource/96/2816896_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/97/2816897_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/98/2816898_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/99/2816899_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/00/2816900_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/01/2816901_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/02/2816902_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/03/2816903_image2_1.JPG']"
퍼스트가든 빛축제 - 별빛이 흐르는 정원,경기도 파주시 탑삭골길 260,031-957-6861,126.7949386312,37.7326399636,"주말 및 공휴일-대인 12,000원/ 소인 11,000원평일- 대인 9,000원/ 소인 8,000원",,,,,,퍼스트가든 내 전역,http://tong.visitkorea.or.kr/cms/resource/53/2639353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2639353_image2_1.jpg,20230101,20241231,일몰후 ~ 오후 10:00,2~3시간,전연령가능,,"퍼스트가든은 아름다운 조명으로 정원을 장식한 별빛축제를 365일 연중무휴 운영한다. 자수화단의 환상적인 별빛, 토스카나 광장의 이국적인 별빛, 로즈가든의 정열적인 별빛은 추위로 얼어붙은 겨울밤을 녹이고 로맨틱한 겨울밤 분위기를 자아낸다. 

[별빛이 흐르는 정원]을 슬로건으로 은하수를 담은 별자리 여행처럼 더 화려하고 볼거리가 많은 별빛축제로 새롭게 모습을 선보이며, 약 2만평 규모의 테마정원마다 다른 주제로 사계절의 대표 별자리를 비롯한 다양한 별자리가 지상에 내려앉은 모습을 볼 수 있다.

퍼스트가든 별빛축제는 4계절을 담아낸 다양한 별자리정원 뿐만 아니라 생명과 희망을 담은 ‘바오밥’나무 별빛, 나비정원 별빛 등 각 테마정원마다 스토리를 담아낸 별빛테마정원과 곳곳마다 별빛황금마차, 별빛아이캐릭터 등 볼거리와 포토존으로 구성하여 연인과 가족들의 눈을 즐겁게 해줄 예정이다. 

2020년 퍼스트가든 빛축제에는 작년에 비해 조명이 더 추가되어 더욱 화려한 정원을 뽐내고 있다.

그 외에 퍼스트가든은 자동차극장, 레스토랑, 웨딩홀, 놀이시설, 체험학습, 기프트샵, 사계절 썰매장, 챌린지 코스 등 다양한 편의 시설을 갖추고 있어 이번 겨울, 소중한 이들과 함께 즐거운 추억을 만끽할 수 있습니다. 큰 감동을 주는 아름다운 퍼스트가든 별빛축제로 지금 초대한다. ","1. 포세이돈의 빛과 생명의 바다 - 자수정원
바다의 신 포세이돈이 지배하는 빛이 넘실대는 바다에 펼쳐진 사계절 대표 별자리를 한눈에 조망할 수 있다.
2. 하늘을 나는 고래 -플래이가든
밤이 찾아오면 어린이들에게 꿈과 희망을 실어줄 수 있는 날으는 고래가 나타난다.
3. 생명의 나무 -푸르트가든
운정신도시 개발시에 잘리게 될 운명에 처한 나무들을 이식하여 조성한 푸르트가든에 우뚝 솟은 생명을 상징하는 바오밥나무와 그 주변의 유실수로 밤을 밝힌다.
4. 밤이몇 빛을 발하는 나비의 향연 -버터플라이가든
각양각색의 밀원식물이 자라고 있는 버터플라이가든에 어둠이 찾아오면 화려한 빛을 발하는 나비요정과 나비들이 날아다닌다.
5. 로맨틱한 하트터널 -로즈가든
장미가 있는 로즈가든에 겨울이 찾아오면 꽃수로길을 따라 길게 뻗은 로맨틱한 터널이 펼쳐진다.",,,,False,"['http://tong.visitkorea.or.kr/cms/resource/51/2639351_image2_1.jpg', 'http://tong.visitkorea.or.kr/cms/resource/52/2639352_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/54/2639354_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/55/2639355_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/56/2639356_image2_1.JPG', 'http://tong.visitkorea.or.kr/cms/resource/57/2639357_image2_1.JPG']"
